barcode,product_name,brands,ingredients_text
8908009477712,Magnesium Glycinate,Healthy Hey,"magnesium glycinate, bulking agent (ins 460 (i)), anticaking agent(ins 341 (ii)) & vegetable capsule shell (hpmc) (ins 464)"
8901689010026,Mala's,Unknown Brand,"sugar, mango pulp (45% pectin (e440) & citric acid (e330), contains permitted synthetic food colour (e110)& & added flavours-natural, nature identical& artificial flavouring substances (mango)"
8908007029081,JUMBO SANDWICH BREAD,English Oven,"wheat flour,(maida),water,sugar,yeast,edible vegetable oil (palm),edible common salt,soya flour,wheat gluten,class ll preservative,acidity regulator(260),emulsifiers(471,472e,481(i)),,510,923,1100) and antioxidant"
8906016013428,Energy Mix Nuts-Seeds,Gourmia,"almonds, cashews, pumpkin seed kernels, pistachios, hazelnuts, lemon juice and edible common salt"
8906028560941,Baking Soda,Monaliz Foods Incorporation,refined sodium bicarbonate (e500(ii))
8906002661404,KLF Nirmal Cold Pressed Virgin Coconut Oil,KLF,cold pressed virgin coconut oil
8904071302419,Sweet mango pickle,Unknown Brand,"mango (62%), sugar lodi cotton seed oil, mustard oil, <span class=""allergen"">mustard</span>, fenugreek, rea chilli, coriander, cumin. asefonda & acidifying agent (e260)"
8904089995481,Nourish+ Milk,Heritage,"milk solids, vitamin a (palmitate) & vitamin d"
8906003161613,doctor,,laundry soap oil based washing soap
8906027946203,Jasmine Rice,Eat Regal Soecial,"cooked jasmine rice, citric acid, refined sunflower oil"
8901719128004,Parle-G Oats & berries,Parle,"refined wheat flour (maida) (64.5%), sugar, refined palm oil, rolled oats (5%), invert sugar syrup, dried sweetened cranberry (1.1%), i0dised salt, raising agents (583, 500), barley flour(0.5%), emulsifiers of vegetable origin (472e) contains permitted added flavours (artificial flavouring substances cranberry and cereal)"
8908020463039,natkhat masala,crax,"semolina (67%), edible vegetable oil (refined palmolein oil), *seasoning [sugar, lodised salt, rice flour, onion powder, chilli, mango juice powder, hydrolysed soy protein, cumin, coriander, garlic powder palm oil, anticaking agent (ins 561), flavour enhancers (ins 627, ins 631), spice extract], wheat bran, flavour(s) (natural & nature identical flavouring substances) *used as part of flavouring agent contains <span class=""allergen"">wheat</span> and soy may contains milk trans fat free"
8903241110984,Pravin Mixed Pickle,Pravin,"green mango (43%), lime (24%) todised salt, cotton seed oil, acetic acid (e260), asafoetida."
8901719134852,Parle G biscuit,Parle,energy.protrin.carbohydrate.
8901207043802,Vedic Tea,Dabur,"tea (97.5%), herbs & spices (2.5%) (cardamom, ginger, cinnamon, mulethi, tulsi, vidaari, varahikand, shatawar, ashwagandha, bael chhal, arani (agnimonth), shyonok, gambhari, shaalparni, prishnaparni, gokshura, kantkari - shavet, bruhati, balla, mudgaparni, mashaparni, karkatasharingi, bhumyamalaki, draksha, jeevanti, pushkar mool, haritaki, guduchi, kapur-kachari, mushtaka, punarnava, neel kamal & vasa)"
8906075800915,Fruit biscuits,Sangam,"refined wheat flour, sugar, edible vegetable oil, raising agents, milk solids, glucose liquid, cashews, papaya cubes, cherries."
8906117091240,Peanut Butter Shortcuts,BRB,"peanut butter (46%), refined wheat flour, jaggery, cocoa solids, milk solids, milk protein concentrate, refined coconut oil, soy lecithin (e322), salt, baking soda, butter*, vanilla & chocolate extract*. allergen info: contains peanuts, wheat, milk and soy. fat 12.7g, fium"
8905507044620,Full Bloom Tomato Ketchup,Full Bloom,"water, sugar, tomato paste (28%), iodized salt, acidity regulator (ins stabilizers (ins 1422, ins 415), preservative (ins 211), onion powder, garlic powder, spices & condiments contains permitted class ii preservatives."
8906097590849,Detox Lung,Fast & Up,"acidity regulators [ins 330 and ins 500], n-acetyl-l-cysteine diluents (maltodextrin and dextrose), acidity regulator (ins 5000). nature identical flavour (strawberry), natural food colour [ins 162], ascorbic acid (vitamin c), sweetener [ins 955], nature identical flavour, preservative [ins 211],anticaking agent [ins 551].  [ins 470 (ii)]"
8906108680446,Chicken Eggs,Fresh Eggs,"<span class=""allergen"">eggs</span>"
8908013074167,Fresh Grated coconut,Hands,100% pure grated coconut kernel
8906033741595,Wholewheat Marie,McVities,"refined wheat flour (maida) (46.8%), whole wheat flour (atta)(17.7%), sugar, edible vegetable oil (palm oil), invert sugar syrup, calcium carbonate (1%), malt extract, raising agents [ins 503 (ii), ins 500 (1)]. emulsifiers (ins 471, ins 322), milk solids, edible common salt, dough conditioner (ins 223),vitamins and minerals premix (0.02%), flour treatment agents [papain {ins i101 (i}, protease {(ins 1101(1)}] ti"
8908017333031,Grow vita,,malt extract sugar nikl solids cocoa powder salt
8904293723153,Instant Coffee Chicory Mixture,Rejuve,"instant coffee,chicory"
8901047619267,Coconut moilee,,"cooking sauce since *** 1981 kohinoor kenalan coconut moilee aromatic rich coconut sauce with tomato, coriander and tamarind just add seafood 375ge sfr serve serving w vege fat each 125g serving contains saturates sugars salt 12.0g 6.6g 4.4g 0.91a energy"
8906127551093,"High Protein Super Oats, Honey",Alpino,"rolled oats(57.3%), rosewood honey, peanut butter (unsweetened)"
8906020960053,Refined Oil,Vimal,"refined cottonseed oil, permitted antioxidant (e-319), vitamin a & vitamin d."
8904109463549,Amla Chatpata Candy,Patanjali,"emblica officinalis - 65g, saccharum officinarum - 15.598g, unaqua sodium chloride - 4.166g, mangifera indica - 3.125g, sodii chloridum - 2.5g, piper longum - 1.664g, piper nigrum - 1.664g, ammonium chloride - 1.041g,

carum carvi - 0.832g,

cuminum cyminum - 0.832g,

syzygium aromaticum - 0.832g, 

zingiber officinale - 0.416g,

citrus medica - 0.416g,

mentha spicata - 0.416g,

myristica fragrans - 0.416g,

cinnamomum zeylanicum - 0.312g,

trachyspermum ammi - 0.312g,

ferula foetida - 0.250g,

myristica fragrans - 0.208g"
8904406126413,tomato sauce,anu's sauce,"tomato pulp, vegetable pulp, sugar, salt, garlic powder, acetic acid(260 additives (412), spices and contiment extr and preservative(211) contains permitted class ii preservatives 3"
8904089923705,Family Toned Milk,Heritage,"milk solids (toned milk), vitamin a palmitate & vitamin d (ergocalciferol) allergens information: contains milk"
8901440013099,Eastern Chicken Masala,Eastern,"chilli (53%), coriander, corn starch, lodized salt (10%), garlic, turmeric (2%), bayleaf (2%) cinnamon, cardamom, ginger, fennel, clove (0.7%), nutmace, black pepper (0.5%), chilli extract, cumin,"
8906195000585,makhana,FreshCon,"makhana, rice bran oil, himalayan salt"
8901207096402,Indian Kachchi Ghani Mustard Oil,Dabur,"mustard (brassica nigra) seed oil, tbhq."
8908011996379,Vediko Origins Gulkand,Vediko Origins,"damask rose petals, rock sugar (mishri), cardamom"
8901826803702,Verka Dahi Cup,Verka,"pasteurised toned milk with 10.5% snf, milk solids and active lactic culture"
8906154300893,Malai Sev,Patanjali,"moth bean flour, edible vegetable refined cottonseed oil, refined palm oil), bengal gram flour, lodized salt, milk solids, mixed spices"
8906177700588,Apple Cider Vinegar,One Pro,"acidity regulator (ins 500 ns 330), apple cider vinegar (6% acetic acid), dextrose anhydrous,  diluent (maltodextrin),pomegranate (punica granatum) fruit extract, nature identical flavor green apple, preservative (ins 211). binding agent,"
8907848000075,Standardized Milk,Vijaya Telangana,milk (milk solids)
8906010500023,POTATO WAFERS,Balaji,"potato (89%), edible vegetable oil (palmolein), edible common salt (0.4%)."
8906151000406,Green Tea Tea Bags,NutrOVally,"green tea (camellia sinensis)-(94%), lemon flavor (4%) and honey flavor (2%)."
8906082520004,Kapiva Wild Amla Juice,Kapiva,"amla (phyllanthus emblica) fr. (swaras) 29.9g excipient - ascorbic acid 0.03g, permitted class ii preservatives less than 0.06g."
8904132976443,nimbu pani,Ras Kik,"water, sugar, lemon juice concentrate, iodized salt, preservative (211), acidity regulators (331),330 ), antioxidant (300), nature identical flavouring substances."
8906020580350,iD Fresh Frozen Pineapple Pulp,iD,pineapple pulp (80%). sugar and ro-purified water
8901063341241,Atta Kulcha Bread,Britannia,"wheat flour (atta) (68%), yeast, sugar, refined soyabean oil, iodized salt, vital gluten,kasuri methi  leaves (0.7%), preservatives [282 & 200], soya flour, malt extract, acidity  regulator [260], flour treatment agent [510] and antioxidant (300)."
8904293709942,Cumin Seeds (Jeera),Flipkart Grocery,cumin seeds (jeera)
8906036672995,Slim UHT Sterilised Skimmed Milk,Nandini,"milk solids, vitamin a & vitamin d milk fat: 0.5% (max.) & snf: 9.0% (min)"
8904424800333,Essentials - Cashew,Happilo,"<span class=""allergen"">cashew</span>"
8908009419682,Bauli spyroll,,"egg,milk,wheat,soya, sugar"
8906149881420,Amla Murabba,Pachranga International,"amla, sugar syrup, citric acid e330, sodium benzoate"
8908006461004,Amba Bhadang,AB,"puffed rice, cotton seed oil, peanuts, sugar, red chilli powder, garlic, salt, turmeric powder, curry leaves"
8906165788123,Clean Whey Protein Isolate,Truebasics,"whey protein isolate (instantised with lecithin), natural flavouring substance"
8906055440148,Organic Urad dal whole,Organic Tattva,urad dal whole white
8904083300021,Paneer,Milky Mist,milk solids & vinegar
8906116920138,Bread,,"<span class=""allergen"">wheat flour</span>"
8901709000426,Bobby Veal,Allana,"<span class=""allergen"">beef</span>"
8906004562389,Yellow Diamond Plain Sev Mamra,Yellow Diamond,"puffed rice (46%), edible vegetable oil (palmolein oil/cotton seed oil), gram flour (22%), rice flour, lodised salt, turmeric powder."
8906010500238,BALAJI Mung Dal,,"mung bean splits (84%), edible vegetable oil (contains one or more of the followings palmolein, rice bran, corn, cottonseed), **seasoning [edible cumin salt, black salt).

**as seasonment"
8901207042263,Honitus Cough Drops Ginger,Dabur,"each cough drop is prepared/derived from karpura (cinnamomum camphora, wp, sub. ext), peppermint satva (menthol), nilgiri oil (eucalyptus globulus, lf, oil), shunthi oil (zingiber officinale, rz, oil), madhu (honey)"
8904474000189,La Americana Wholewheat Brown Bread,La Americana,"whole wheat flour - atta (53.00%), water, yeast, jaggery (2.10%), cold pressed sunflower oil, pink salt (1.00%) and fermented whole wheat flour (atta)."
8906074820525,Karachi Bakery Rose Shortbread Biscuit,Karachi Bakery,"refined wheat flour (maida), sugar, <span class=""allergen"">butter</span>, edible vegetable fat, rose petals, <span class=""allergen"">almonds</span> (4%). contains added flavour (natural identical artificial flavouring agent-rose)"
8906046140873,Black pepper ground organic spices,,black pepper ground
8901512927804,Instant Rolled Oats,Sundrop Heart,"<span class=""allergen"">oats</span>"
8906010503512,Balaji wafers,Balaji,"potato (89%), edible vegetable oil (palmolein), edible common salt (0.4%)."
8906004350016,chalk,,magi premium chalk alfa dom
8902756360136,Chicken Breakfast Salami,"Godrej,Yummiez","chicken meat (82.3%), water, premix [maltodextrin, soy protein isolate, corn starch, carrageenan (ins 407), nature identical flavouring substances, anti caking agent (ins 551)], salt, texturizer (ins 451(i))."
8901764012303,Coca-Cola,Coke,"carbonated water, sugar, acidity regulator (338), caffeine (8.7 mg/100 g), colour (150d), flavours (natural flavouring substances)"
8906094320548,Ghari,Krishbhog,"whole dried milk (mawa), sugar, clarified butter, chickpea flour, <span class=""allergen"">almond</span>, <span class=""allergen"">pistachio</span>, cardamom, saffron, and refined flour."
8906161170205,Black Currant Instant Iced Tea Mix,Bevzilla,"tea extract, acidity regulator (e330), anti caking agent"
8906153562858,Dosa Idli Batter,Nandini,"ro water, rice (35%), urad dal, whey powder, rice flakes, fenugreek seeds, salt"
8901725000738,Charliee till laddu,Charliee,"til (sesame) (53%), jaggery (25%), sugar (15%), liquid glucose (7%)."
8904039704767,Bajra Chips,Conscious Food,"pearl millet flour, taploca starch, edible vegetable oil (rice bran oil), seasoning mix [corn starch, sugar, iodised salt, black salt, (mixed spices and condiments: jeera, black pepper, green cardamom, dry ginger), dry mango powder, dehy: fresh pudina leaves & green coriande leaves powder, green chilli powder)], rice flour gram flour, white lentil flour"
8906033531387,Oregano Pizza Seasoning,Snapin,"salt, garlic, oregano, black pepper, chilli, basil."
8908002974546,Kamarkat,,"jaggery, coconut"
8901576005081,Masala Boondi,Modern kitchens,"besan, edible vegetable oil (palmolein), red chilli powder, iodized salt & black salt"
8901242103400,Soya chunks,Bambino,defatted soya (100%)
8904075600788,Fenugreek Seeds,Bharat Masala,methi (fenugreek seeds)
8901499011213,OATS,Kellogg's,rolled oats (100%)
8906136651456,Jumbo Rolled Oats,Pintola,100% jumbo rolled oats.
8904022916337,Coconut Cookies,Americana,"refined wheat flour (maida), sugar, refined palm oil, invert syrup, coconut powder (1.96%), leavening agents [503 (ii) & 500 (ii)], edible starch, iodised salt, emulsifiers [322 & 471) acidity regulator [450(i)] and artificial flavouring substance (coconut)."
8906000431276,Chai Masala,Parsi Dairy Farm,"dried ginger, green cardamom, black pepper & cinnamon"
8906080604294,Swing+,Paper Boat,"water, sugar, orange juice concentrate (2.8%)*, acidity regulator (330), flavours (natural and nature-identical flavouring substances), stabilizers (466, 415), preservatives (242, 202), iodised salt, food colour (110) and vitamin d2 (ergocalciferol)."
8906036741080,Masala Tea,Ginni,"tea (97.2%) ginger, cardamom, cloves star anise, nut meg, cinnamon, black pepper (spices 2.8%)"
8904004400014,Bhujia Sev,Haldirams,"tepary beans flour, refined cotton seed oil, bengal gram flour, edible common salt, red chilli powder, clove powder, black pepper, dried ginger powder, cardamom, bay leaf, nutmeg & cinnamon."
8901058012651,Hot and sweet tomato chilli sauce,Maggi,"water, sugar, tomato paste (11.9%), red chilli puree (6.6%), lodized salt, acidity regulator (260), starch, mixed spices, garlic powder, thickener (415), onion powder & preservative (211)"
8904359301929,UTHRA Uthra Taste from the Motherland Os a compreh,,uthra taste from the motherland pure & natural premium quality processes white onio dehydrated (kibbled) product of india 2009
8901262151368,Moti,Amul,"<span class=""allergen"">milk</span>"
8903363008817,Jelly Mazza chatpati imli,,"sugar, invert sugar syrup, liquid glucose, tamarind pulp,caster sugar, acidity regulators ins 296, ins 331, ins 297, ins 334, thicker ins 440, iodised salt, artificial flavouring substance, tamarind,  potassium sorbate ins 202 chilli powder, cumin powder, black pepper powder"
